Aston Villa,Southampton,0,1
Aston Villa,Manchester United,0,1
Aston Villa,Liverpool,1,1
Aston Villa,AFC Bournmouth,1,1
Aston Villa,Tottenham Hotspur,1,1
Aston Villa,Norwich City,1,1
Aston Villa,Stoke City,1,1
Aston Villa,Manchester City,0,2
Aston Villa,Arsenal,0,1
Aston Villa,Swansea City,1,1
Aston Villa,Crystal Palace,1,1
Aston Villa,West Bromwich Albion,1,1
Aston Villa,Sunderland,1,1
Aston Villa,Newcastle United,1,1
Aston Villa,Watford,1,1
Aston Villa,Everton,1,1
Aston Villa,Chelsea,0,2
Aston Villa,Leicester City,1,1
Aston Villa,West Ham United,1,1
Southampton,Aston Villa,1,0
Southampton,Manchester United,1,1
Southampton,Liverpool,1,0
Southampton,AFC Bournmouth,1,0
Southampton,Tottenham Hotspur,1,1
Southampton,Norwich City,2,0
Southampton,Stoke City,1,0
Southampton,Manchester City,1,1
Southampton,Arsenal,1,1
Southampton,Swansea City,1,0
Southampton,Crystal Palace,1,0
Southampton,West Bromwich Albion,1,0
Southampton,Sunderland,1,0
Southampton,Newcastle United,1,0
Southampton,Watford,1,0
Southampton,Everton,1,1
Southampton,Chelsea,1,1
Southampton,Leicester City,1,1
Southampton,West Ham United,1,1
Manchester United,Aston Villa,2,0
Manchester United,Southampton,1,0
Manchester United,Liverpool,1,0
Manchester United,AFC Bournmouth,2,0
Manchester United,Tottenham Hotspur,2,1
Manchester United,Norwich City,2,0
Manchester United,Stoke City,1,0
Manchester United,Manchester City,1,1
Manchester United,Arsenal,1,1
Manchester United,Swansea City,1,0
Manchester United,Crystal Palace,1,1
Manchester United,West Bromwich Albion,1,0
Manchester United,Sunderland,2,0
Manchester United,Newcastle United,2,0
Manchester United,Watford,1,0
Manchester United,Everton,1,1
Manchester United,Chelsea,1,1
Manchester United,Leicester City,2,1
Manchester United,West Ham United,1,1
Liverpool,Aston Villa,1,0
Liverpool,Southampton,1,1
Liverpool,Manchester United,1,1
Liverpool,AFC Bournmouth,1,0
Liverpool,Tottenham Hotspur,1,1
Liverpool,Norwich City,2,1
Liverpool,Stoke City,1,1
Liverpool,Manchester City,1,2
Liverpool,Arsenal,1,1
Liverpool,Swansea City,1,1
Liverpool,Crystal Palace,1,1
Liverpool,West Bromwich Albion,1,0
Liverpool,Sunderland,1,0
Liverpool,Newcastle United,1,1
Liverpool,Watford,1,0
Liverpool,Everton,1,1
Liverpool,Chelsea,1,1
Liverpool,Leicester City,1,1
Liverpool,West Ham United,1,1
AFC Bournmouth,Aston Villa,1,1
AFC Bournmouth,Southampton,0,1
AFC Bournmouth,Manchester United,0,1
AFC Bournmouth,Liverpool,1,1
AFC Bournmouth,Tottenham Hotspur,1,1
AFC Bournmouth,Norwich City,1,1
AFC Bournmouth,Stoke City,1,1
AFC Bournmouth,Manchester City,0,2
AFC Bournmouth,Arsenal,0,1
AFC Bournmouth,Swansea City,1,1
AFC Bournmouth,Crystal Palace,1,1
AFC Bournmouth,West Bromwich Albion,1,1
AFC Bournmouth,Sunderland,1,1
AFC Bournmouth,Newcastle United,1,1
AFC Bournmouth,Watford,1,1
AFC Bournmouth,Everton,1,1
AFC Bournmouth,Chelsea,1,2
AFC Bournmouth,Leicester City,1,1
AFC Bournmouth,West Ham United,1,1
Tottenham Hotspur,Aston Villa,2,0
Tottenham Hotspur,Southampton,1,1
Tottenham Hotspur,Manchester United,1,1
Tottenham Hotspur,Liverpool,1,1
Tottenham Hotspur,AFC Bournmouth,2,0
Tottenham Hotspur,Norwich City,2,1
Tottenham Hotspur,Stoke City,1,1
Tottenham Hotspur,Manchester City,1,2
Tottenham Hotspur,Arsenal,1,1
Tottenham Hotspur,Swansea City,1,1
Tottenham Hotspur,Crystal Palace,1,1
Tottenham Hotspur,West Bromwich Albion,1,1
Tottenham Hotspur,Sunderland,2,0
Tottenham Hotspur,Newcastle United,2,1
Tottenham Hotspur,Watford,1,0
Tottenham Hotspur,Everton,1,1
Tottenham Hotspur,Chelsea,1,1
Tottenham Hotspur,Leicester City,2,1
Tottenham Hotspur,West Ham United,1,1
Norwich City,Aston Villa,1,1
Norwich City,Southampton,1,1
Norwich City,Manchester United,1,1
Norwich City,Liverpool,1,1
Norwich City,AFC Bournmouth,1,1
Norwich City,Tottenham Hotspur,1,1
Norwich City,Stoke City,1,1
Norwich City,Manchester City,0,2
Norwich City,Arsenal,1,2
Norwich City,Swansea City,1,1
Norwich City,Crystal Palace,1,1
Norwich City,West Bromwich Albion,1,1
Norwich City,Sunderland,1,1
Norwich City,Newcastle United,1,1
Norwich City,Watford,1,1
Norwich City,Everton,1,1
Norwich City,Chelsea,1,2
Norwich City,Leicester City,1,1
Norwich City,West Ham United,1,1
Stoke City,Aston Villa,1,0
Stoke City,Southampton,1,1
Stoke City,Manchester United,1,1
Stoke City,Liverpool,1,1
Stoke City,AFC Bournmouth,1,0
Stoke City,Tottenham Hotspur,1,1
Stoke City,Norwich City,1,0
Stoke City,Manchester City,1,1
Stoke City,Arsenal,1,1
