Porto,1.051804341,1.44268797108
Belenenses,0.41110018296,0.545515053972
Vitória de Guimarães,0.642101835159,0.475931515709
União da Madeira,-0.00720488788645,-0.0998341438829
Arouca,0.256219761475,0.288740788249
Sporting CP,0.90645024758,0.639699437911
Boavista,0.143490378937,0.200004286456
Académica,-0.0302963905113,0.170708906264
Marítimo,0.651880907332,0.245028929663
Nacional,0.552516677663,0.29007619911
Braga,0.695808038305,0.742613739599
Moreirense,0.186340668296,0.25201327587
Paços de Ferreira,0.463816707193,0.33476928724
Estoril,0.429524800676,0.097342183538
Benfica,1.05649890896,1.25626038001
Tondela,-0.0223276462274,-0.13076571089
Vitória de Setúbal,0.196201231826,0.075897872303
Rio Ave,0.533110025203,0.413349638976
$home=0.3306335
