Manchester United,Tottenham Hotspur,1,0
AFC Bournmouth,Aston Villa,0,1
Leicester City,Sunderland,4,2
Norwich City,Crystal Palace,1,3
Everton,Watford,2,2
Chelsea,Swansea City,2,2
Arsenal,West Ham United,0,2
Newcastle United,Southampton,2,2
Stoke City,Liverpool,0,1
West Bromwich Albion,Manchester City,0,3
Aston Villa,Manchester United,0,1
Southampton,Everton,0,3
Swansea City,Newcastle United,2,0
West Ham United,Leicester City,1,2
Watford,West Bromwich Albion,0,0
Sunderland,Norwich City,1,3
Tottenham Hotspur,Stoke City,2,2
Crystal Palace,Arsenal,1,2
Manchester City,Chelsea,3,0
Liverpool,AFC Bournmouth,1,0
Manchester United,Newcastle United,0,0
West Ham United,AFC Bournmouth,3,4
Leicester City,Tottenham Hotspur,1,1
Sunderland,Swansea City,1,1
Crystal Palace,Aston Villa,2,1
Norwich City,Stoke City,1,1
West Bromwich Albion,Chelsea,2,3
Watford,Southampton,0,0
Everton,Manchester City,0,2
Arsenal,Liverpool,0,0
Newcastle United,Arsenal,0,1
Liverpool,West Ham United,0,3
Chelsea,Crystal Palace,1,2
AFC Bournmouth,Leicester City,1,1
Manchester City,Watford,2,0
Stoke City,West Bromwich Albion,0,1
Aston Villa,Sunderland,2,2
Tottenham Hotspur,Everton,0,0
Southampton,Norwich City,3,0
Swansea City,Manchester United,2,1
Everton,Chelsea,3,1
Arsenal,Stoke City,2,0
Crystal Palace,Manchester City,0,1
West Bromwich Albion,Southampton,0,0
Watford,Swansea City,1,0
Norwich City,AFC Bournmouth,3,1
Manchester United,Liverpool,3,1
Sunderland,Tottenham Hotspur,0,1
Leicester City,Aston Villa,3,2
West Ham United,Newcastle United,2,0
Chelsea,Arsenal,2,0
Aston Villa,West Bromwich Albion,0,1
Stoke City,Leicester City,2,2
Swansea City,Everton,0,0
AFC Bournmouth,Sunderland,2,0
Newcastle United,Watford,1,2
Manchester City,West Ham United,1,2
Tottenham Hotspur,Crystal Palace,1,0
Liverpool,Norwich City,1,1
Southampton,Manchester United,2,3
Tottenham Hotspur,Manchester City,4,1
Liverpool,Aston Villa,3,2
Leicester City,Arsenal,2,5
Southampton,Swansea City,3,1
Stoke City,AFC Bournmouth,2,1
West Ham United,Norwich City,2,2
Manchester United,Sunderland,3,0
Newcastle United,Chelsea,2,2
